"Representative rates for the period  April 28, 2013 - March 23, 2021",,,,,,,
,,,,,,,
Date,Australian dollar   (AUD)                     ,Chinese yuan   (CNY)                     ,Euro   (EUR)                     ,Japanese yen   (JPY)                     ,Swiss franc   (CHF)                     ,U.K. pound   (GBP)                     ,U.S. dollar   (USD)                     
15-Feb-2019,0.7093,6.7787,1.126,110.38,1.0062,1.2819,1
19-Feb-2019,0.7113,6.7726,1.1294,110.68,1.0055,1.29185,1
20-Feb-2019,0.7163,6.7241,1.1342,110.84,1.00095,1.3024,1
21-Feb-2019,0.7162,6.7144,1.1354,110.72,1.001,1.30555,1
22-Feb-2019,0.7093,6.72,1.1325,110.72,1.0006,1.301,1
25-Feb-2019,0.7144,6.6982,1.1355,110.8,0.9988,1.3085,1
26-Feb-2019,0.7159,6.6991,1.1361,110.8,1.00055,1.3211,1
27-Feb-2019,0.7183,6.6858,1.1386,110.55,0.99655,1.3318,1
28-Feb-2019,0.7146,6.6883,1.1416,110.89,0.99325,1.3303,1
1-Mar-2019,0.7093,6.7015,1.1383,111.7,0.9982,1.32235,1
4-Mar-2019,0.7095,6.6957,1.1337,112,1.00125,1.3188,1
5-Mar-2019,0.7076,6.7029,1.1329,111.85,1.00055,1.31775,1
6-Mar-2019,0.7035,6.7105,1.1305,111.77,1.005,1.3136,1
7-Mar-2019,0.7049,6.709,1.1271,111.65,1.00455,1.3138,1
8-Mar-2019,0.7009,6.7243,1.1222,111.52,1.01005,1.3073,1
11-Mar-2019,0.7044,6.7245,1.1244,111.12,1.0092,1.3021,1
12-Mar-2019,0.7069,6.712,1.1275,111.4,1.00985,1.3053,1
13-Mar-2019,0.7055,6.711,1.1303,111.3,1.006,1.3157,1
14-Mar-2019,0.7059,6.7174,1.1295,111.25,1.00465,1.32285,1
15-Mar-2019,0.7081,6.716,1.1308,111.86,1.00395,1.3264,1
18-Mar-2019,0.7115,6.7124,1.1349,111.55,1.00015,1.32625,1
19-Mar-2019,0.7105,6.7168,1.1358,111.28,0.99995,1.32775,1
20-Mar-2019,0.7075,6.7054,1.1354,111.6,0.99885,1.32225,1
21-Mar-2019,0.7145,6.6837,1.1387,,0.9935,1.31245,1
22-Mar-2019,0.7106,6.7014,1.1302,110.71,0.99475,1.3145,1
25-Mar-2019,0.7079,6.7129,1.1325,109.8,0.99385,1.3188,1
26-Mar-2019,0.7122,6.7134,1.1291,110.09,0.9934,1.3242,1
27-Mar-2019,0.7101,6.7238,1.1261,110.55,0.99355,1.3225,1
28-Mar-2019,0.7097,6.7282,1.1218,110.2,0.99605,1.3121,1
29-Mar-2019,0.7087,6.7211,1.1235,110.92,0.9959,1.31055,1
1-Apr-2019,0.7121,6.712,1.1236,111.08,0.9952,1.3105,1
2-Apr-2019,0.708,6.721,1.12,111.35,0.99985,1.3058,1
3-Apr-2019,0.7106,6.7075,1.1243,111.47,0.99705,1.3173,1
4-Apr-2019,0.7111,6.7179,1.1219,111.49,0.99855,1.31475,1
5-Apr-2019,0.7125,,1.1233,111.77,1.00055,1.30615,1
8-Apr-2019,0.7094,6.7192,1.1246,111.45,0.9996,1.3053,1
9-Apr-2019,0.7136,6.7136,1.1277,111.35,0.99925,1.3088,1
10-Apr-2019,0.7144,6.7161,1.1279,111.17,1.00055,1.3081,1
11-Apr-2019,0.7163,6.717,1.1264,111.07,1.00165,1.3098,1
12-Apr-2019,0.7132,6.7185,1.1321,111.75,1.0007,1.30825,1
15-Apr-2019,0.7168,6.706,1.1313,111.99,1.00285,1.3112,1
16-Apr-2019,0.7147,6.7071,1.1305,111.97,1.00585,1.3087,1
17-Apr-2019,0.72,6.6908,1.1301,112,1.00875,1.30465,1
18-Apr-2019,0.7183,6.7002,1.125,111.98,1.01115,1.30095,1
19-Apr-2019,,6.7043,,111.93,,,1
22-Apr-2019,,6.713,,111.96,,,1
23-Apr-2019,0.7121,6.7191,1.1245,111.83,1.01935,1.3007,1
24-Apr-2019,0.7039,6.7191,1.1209,111.93,1.0186,1.29375,1
25-Apr-2019,,6.7372,1.1123,112,1.02225,1.2874,1
26-Apr-2019,0.7025,6.7367,1.1133,111.7,1.0213,1.29115,1
29-Apr-2019,0.7056,6.7326,1.115,,1.0199,1.2921,1
30-Apr-2019,0.7039,6.7411,1.1218,111.7,1.0192,1.30105,1
1-May-2019,0.7054,,,,,1.30655,1
2-May-2019,0.702,,1.1212,,1.01925,1.30575,1
3-May-2019,0.6998,,1.1155,,1.02035,1.2999,1
6-May-2019,0.6989,6.7692,1.1199,,1.01875,,1
7-May-2019,0.7034,6.764,1.1185,110.72,1.01935,1.30885,1
8-May-2019,0.7023,6.77,1.1202,110.01,1.0171,1.3017,1
9-May-2019,0.6976,6.8127,1.1193,109.95,1.01915,1.2984,1
10-May-2019,0.6995,6.8089,1.123,109.85,1.01335,1.3022,1
13-May-2019,0.6976,6.8673,1.1245,109.75,1.00795,1.30245,1
14-May-2019,0.6955,6.8856,1.1226,109.58,1.00795,1.29525,1
15-May-2019,0.6932,6.8683,1.1183,109.65,1.00735,1.2907,1
16-May-2019,0.6914,6.885,1.1203,109.46,1.00895,1.2823,1
17-May-2019,0.6881,6.9114,1.1172,109.94,1.01045,1.2757,1
20-May-2019,0.692,6.9125,1.1167,110.17,1.0098,1.2741,1
21-May-2019,0.6878,6.912,1.1161,110.15,1.01035,1.26955,1
22-May-2019,0.6875,6.9129,1.1171,110.51,1.00975,1.26675,1
23-May-2019,0.6876,6.915,1.1139,110.22,1.0086,1.2646,1
24-May-2019,0.6888,6.9048,1.1187,109.71,1.0027,1.2693,1
28-May-2019,0.6929,6.9109,1.1192,109.52,1.00395,1.26735,1
29-May-2019,0.693,6.9155,1.1156,109.27,1.00635,1.2643,1
30-May-2019,0.6929,6.9055,1.1134,109.57,,1.2631,1
31-May-2019,0.6916,6.9035,1.1151,109.33,1.00495,1.25805,1
3-Jun-2019,0.6948,6.9062,1.1185,108.25,0.99895,1.2647,1
4-Jun-2019,0.6982,6.9123,1.1244,108.02,0.99295,1.269,1
5-Jun-2019,0.7,6.9104,1.1257,108.12,0.99175,1.27095,1
6-Jun-2019,0.6975,6.914,1.1266,108.24,0.99545,1.2691,1
7-Jun-2019,0.697,,1.1273,108.48,0.9942,1.27165,1
10-Jun-2019,,6.9342,1.1301,108.49,,1.26755,1
11-Jun-2019,0.6953,6.9166,1.132,108.6,0.992,1.27,1
12-Jun-2019,0.6948,6.9129,1.1323,108.45,0.9933,1.2734,1
13-Jun-2019,0.6913,6.9208,1.1289,108.33,0.99315,1.26705,1
14-Jun-2019,0.6898,6.9239,1.1265,108.38,0.99535,1.26385,1
17-Jun-2019,0.6878,6.9245,1.1234,108.6,0.99895,1.25945,1
18-Jun-2019,0.684,6.9296,1.1187,108.54,0.99885,1.25355,1
19-Jun-2019,0.6878,6.9047,1.1207,108.37,0.99725,1.2586,1
20-Jun-2019,0.6895,6.8474,1.1307,107.65,0.9859,1.27,1
21-Jun-2019,0.6933,6.8764,1.1316,107.1,0.98255,1.2663,1
24-Jun-2019,0.6954,6.882,1.1394,107.4,0.97505,1.27405,1
25-Jun-2019,0.6958,6.8791,1.1388,107,0.97615,1.2756,1
26-Jun-2019,0.697,6.8866,1.1362,107.36,0.9771,1.2689,1
27-Jun-2019,0.6992,6.8777,1.137,108.08,0.9769,1.2714,1
28-Jun-2019,0.7013,6.8668,1.138,107.68,0.9749,1.26875,1
1-Jul-2019,0.6994,6.8433,1.1349,108.24,0.98235,1.2637,1
2-Jul-2019,0.6979,6.8735,1.1301,108.42,0.98815,1.26275,1
3-Jul-2019,0.6998,6.886,1.1293,107.6,0.98435,1.25705,1
5-Jul-2019,,6.8782,1.126,107.86,0.98775,1.25475,1
8-Jul-2019,0.699,6.8845,1.1215,108.52,0.9919,1.2523,1
9-Jul-2019,0.6958,6.881,1.1205,108.86,0.99455,1.2465,1
10-Jul-2019,0.6924,6.8845,1.122,108.9,0.99175,1.247,1
11-Jul-2019,0.6972,6.8662,1.1285,108.14,0.986,1.256,1
12-Jul-2019,0.7001,6.8785,1.1253,108.4,0.98665,1.2532,1
15-Jul-2019,0.7034,6.8742,1.1269,,0.98245,1.2546,1
16-Jul-2019,0.7036,6.8758,1.1223,107.95,0.98615,1.2418,1
17-Jul-2019,0.701,6.8797,1.1215,108.17,0.98985,1.2405,1
18-Jul-2019,0.7034,6.8774,1.1216,107.7,0.98835,1.24755,1
19-Jul-2019,0.7065,6.8743,1.1226,107.5,0.98235,1.2543,1
22-Jul-2019,0.7038,6.8793,1.1215,107.96,0.98135,1.2468,1
23-Jul-2019,0.7019,6.8783,1.1173,108.05,0.9832,1.24605,1
24-Jul-2019,0.6985,6.8795,1.114,108.17,0.98495,1.25185,1
25-Jul-2019,0.6968,6.8726,1.1115,108.17,0.9857,1.2495,1
26-Jul-2019,0.6944,6.879,1.1138,108.65,0.9927,1.24285,1
29-Jul-2019,0.6908,6.8921,1.1119,108.45,0.99185,1.2318,1
30-Jul-2019,0.6895,6.8831,1.1154,108.78,0.99015,1.21695,1
31-Jul-2019,0.6894,6.8834,1.1151,108.56,0.98995,1.2165,1
1-Aug-2019,0.6851,6.9003,1.1037,109.24,,1.2103,1
2-Aug-2019,0.6812,6.9363,1.1106,107.11,0.98535,1.2106,1
5-Aug-2019,,7.033,1.1182,106.03,0.97435,1.2164,1
6-Aug-2019,0.6784,7.0354,1.1187,105.6,0.9746,1.2183,1
7-Aug-2019,0.6716,7.0402,1.1202,106.15,0.97905,1.2137,1
8-Aug-2019,0.6775,7.0452,1.1193,106.11,0.97595,1.2152,1
9-Aug-2019,0.681,7.052,1.1198,105.98,0.97295,1.2088,1
12-Aug-2019,0.6786,7.067,1.1194,,0.9716,1.20865,1
13-Aug-2019,0.6764,7.0657,1.1222,105.43,0.9678,1.2086,1
14-Aug-2019,0.6788,7.0125,1.1188,106.36,0.97255,1.2099,1
15-Aug-2019,0.6783,7.0258,1.115,105.93,0.97275,1.2093,1
16-Aug-2019,0.679,7.0459,1.1076,106.15,0.98035,1.216,1
19-Aug-2019,0.6783,7.0473,1.1103,106.38,0.97965,1.2123,1
20-Aug-2019,0.6789,7.0626,1.1076,106.56,0.97945,1.2075,1
21-Aug-2019,0.6781,7.0601,1.1104,106.47,0.9798,1.2123,1
22-Aug-2019,0.6769,7.0785,1.1083,106.45,0.98285,1.21385,1
23-Aug-2019,0.6756,7.0864,1.1065,106.55,0.98765,1.2218,1
26-Aug-2019,0.6734,7.1471,1.1116,105.25,0.97975,1.22415,1
27-Aug-2019,0.6758,7.1646,1.1104,105.84,0.98035,1.2254,1
28-Aug-2019,0.6738,7.1666,1.1083,105.79,0.98055,1.221,1
29-Aug-2019,0.6722,7.1541,1.1072,105.92,0.98275,1.21965,1
30-Aug-2019,0.6718,7.1401,1.1036,106.43,0.98925,1.2178,1
3-Sep-2019,0.6719,7.1773,1.0937,106.3,0.9907,1.2031,1
4-Sep-2019,0.6775,7.1553,1.1018,105.99,0.9845,1.221,1
5-Sep-2019,0.6817,7.1431,1.1058,106.4,0.98295,1.23355,1
6-Sep-2019,0.6823,7.1225,1.1027,107.05,0.99075,1.2298,1
9-Sep-2019,0.686,7.1337,1.1033,106.95,0.9912,1.23755,1
10-Sep-2019,0.6857,7.102,1.104,107.43,0.99085,1.2335,1
11-Sep-2019,0.6875,7.1159,1.1003,107.64,0.9932,1.2354,1
12-Sep-2019,0.6881,7.0847,1.0963,108.03,0.99035,1.23205,1
13-Sep-2019,0.6873,,1.1096,108.2,0.98655,1.24525,1
16-Sep-2019,0.6875,7.0659,1.1031,,0.99115,1.2451,1
17-Sep-2019,0.6841,7.0913,1.1026,108.19,0.99435,1.2404,1
18-Sep-2019,0.6849,7.091,1.1053,108.21,0.99575,1.2463,1
19-Sep-2019,0.679,7.0969,1.1067,108.13,0.99105,1.24505,1
20-Sep-2019,0.6802,7.0881,1.103,108,0.9914,1.2501,1
23-Sep-2019,0.6778,7.1213,1.0985,,0.9912,1.24295,1
24-Sep-2019,0.6781,7.1052,1.1003,107.66,0.98925,1.24445,1
25-Sep-2019,0.6782,7.1238,1.0982,107.07,0.98625,1.2417,1
26-Sep-2019,0.6752,7.131,1.0938,107.71,0.99435,1.23425,1
27-Sep-2019,0.6762,7.1234,1.0935,107.77,0.99225,1.23065,1
30-Sep-2019,0.6749,7.1292,1.0889,107.95,0.99535,1.2301,1
1-Oct-2019,0.6708,,1.0898,108.17,1.0013,1.2303,1
2-Oct-2019,0.6714,,1.0925,107.84,0.99925,1.22525,1
3-Oct-2019,0.6717,,1.0951,107.14,1.0006,1.22925,1
4-Oct-2019,0.6755,,1.0979,106.82,0.9933,1.2336,1
7-Oct-2019,,,1.0993,106.8,0.99435,1.233,1
8-Oct-2019,0.6748,7.1264,1.0986,107.39,0.99165,1.2218,1
9-Oct-2019,0.6736,7.1379,1.0981,107.09,0.99425,1.2224,1
10-Oct-2019,0.6746,7.1247,1.103,107.33,0.99265,1.2246,1
11-Oct-2019,0.6777,7.0999,1.1043,108,0.99745,1.25625,1
15-Oct-2019,0.6773,7.0785,1.1007,108.33,0.9973,1.2647,1
16-Oct-2019,0.6733,7.099,1.1025,108.68,0.99805,1.27575,1
17-Oct-2019,0.6785,7.0881,1.1113,108.75,0.99145,1.2878,1
18-Oct-2019,0.6831,7.0783,1.1144,108.67,0.98815,1.2895,1
21-Oct-2019,0.686,7.0749,1.1173,108.49,0.98545,1.29785,1
22-Oct-2019,0.6876,7.0762,1.113,,0.9885,1.2958,1
23-Oct-2019,0.6843,7.0769,1.1123,108.38,0.99045,1.28615,1
24-Oct-2019,0.6843,7.0659,1.1128,108.61,0.99045,1.28915,1
25-Oct-2019,0.6818,7.0715,1.1107,108.7,0.99165,1.2833,1
28-Oct-2019,0.6814,7.0594,1.1087,108.76,0.9956,1.28315,1
29-Oct-2019,0.6854,7.0601,1.1095,108.97,0.9952,1.2851,1
30-Oct-2019,0.6864,7.0575,1.1106,108.84,0.99225,1.2895,1
31-Oct-2019,0.6926,7.0378,1.1154,108.83,0.98745,1.29595,1
1-Nov-2019,0.6905,7.0396,1.1139,107.98,0.98655,1.2964,1
4-Nov-2019,0.6921,7.0258,1.1158,,0.98785,1.29195,1
5-Nov-2019,0.6904,7.0046,1.1109,108.77,0.99095,1.2908,1
6-Nov-2019,0.6897,7.0002,1.109,109.06,0.9936,1.2885,1
7-Nov-2019,0.6867,6.9947,1.1077,108.7,0.9918,1.28275,1
8-Nov-2019,0.6881,6.9845,1.1034,109.35,0.997,1.2803,1
11-Nov-2019,0.6853,7.0107,1.1041,109.03,0.99495,1.28315,1
12-Nov-2019,0.6847,7.0021,1.1015,109.14,0.9641,1.2835,1
13-Nov-2019,0.6843,7.0163,1.1006,109.04,0.99005,1.2833,1
14-Nov-2019,0.6798,7.015,1.0997,108.73,0.98895,1.28365,1
15-Nov-2019,0.6795,7.0124,1.1034,108.57,0.98935,1.2878,1
18-Nov-2019,0.6811,7.0142,1.1061,108.8,0.9901,1.2948,1
19-Nov-2019,0.6798,7.0258,1.1077,108.53,0.99135,1.29385,1
20-Nov-2019,0.6817,7.0305,1.1059,108.5,0.9923,1.2896,1
21-Nov-2019,0.6797,7.0391,1.1091,108.48,0.9912,1.29515,1
22-Nov-2019,0.6788,7.0346,1.1058,108.66,0.99375,1.2878,1
25-Nov-2019,0.6794,7.0333,1.1008,108.78,0.99795,1.28725,1
26-Nov-2019,0.6782,7.0355,1.102,109.05,0.99705,1.2873,1
27-Nov-2019,0.6777,7.0291,1.1009,109.11,0.99775,1.289,1
2-Dec-2019,0.6774,7.0421,1.1023,109.66,0.99785,1.2918,1
3-Dec-2019,0.6841,7.0468,1.1071,109.13,0.98865,1.29925,1
4-Dec-2019,0.6825,7.0721,1.1081,108.55,0.9887,1.3062,1
5-Dec-2019,0.6839,7.0426,1.1094,108.86,0.9885,1.3135,1
6-Dec-2019,0.6843,7.0311,1.1094,108.78,0.98855,1.313,1
9-Dec-2019,0.6832,7.0382,1.1075,108.58,0.9901,1.3169,1
10-Dec-2019,0.6829,7.0366,1.1077,108.64,0.98575,1.31765,1
11-Dec-2019,0.6818,7.0396,1.1075,108.74,0.9851,1.31495,1
12-Dec-2019,0.6882,7.0314,1.1137,108.58,0.9828,1.318,1
13-Dec-2019,0.6926,6.9851,1.1174,109.5,0.9828,1.3389,1
16-Dec-2019,0.6873,7.0023,1.1146,109.39,0.98295,1.33715,1
17-Dec-2019,0.6871,7.0018,1.1162,109.54,0.9817,1.3207,1
18-Dec-2019,0.6846,7.0041,1.1115,109.44,0.98075,1.318,1
19-Dec-2019,0.688,7.0075,1.1117,109.58,0.98055,1.3093,1
20-Dec-2019,0.689,7.0093,1.1097,109.39,0.9808,1.30195,1
23-Dec-2019,,7.0124,1.1075,109.42,0.98045,1.2982,1
26-Dec-2019,,7.0008,,109.55,,,1
27-Dec-2019,,6.9996,1.1153,109.49,0.9761,1.3079,1
30-Dec-2019,,6.987,1.1189,109.12,0.97165,1.31215,1
2-Jan-2020,0.7003,6.967,1.1193,,,1.31985,1
3-Jan-2020,0.6966,6.9741,1.1147,109.12,0.97365,1.3057,1
6-Jan-2020,0.6945,6.9755,1.1194,108.05,0.9691,1.3155,1
7-Jan-2020,0.6928,6.9453,1.1172,108.44,0.97045,1.31475,1
8-Jan-2020,0.6871,6.9394,1.1115,107.82,0.97215,1.3108,1
9-Jan-2020,0.6873,6.9285,1.111,109.22,0.97395,1.30165,1
10-Jan-2020,0.6873,6.9323,1.1091,109.54,0.97545,1.30735,1
13-Jan-2020,0.6914,6.8996,1.1126,,0.9719,1.2967,1
14-Jan-2020,0.6902,6.8831,1.1115,110.08,0.9675,1.2998,1
15-Jan-2020,0.6899,6.8865,1.1142,109.93,0.9655,1.3012,1
16-Jan-2020,0.6907,6.8877,1.1169,109.93,0.96275,1.3061,1
17-Jan-2020,0.6895,6.8581,1.1108,110.2,0.96655,1.3038,1
21-Jan-2020,0.6865,6.9058,1.1115,110,0.9675,1.306,1
22-Jan-2020,0.6839,6.9019,1.1088,109.88,0.9716,1.30995,1
23-Jan-2020,0.6867,6.9307,1.1091,109.68,0.9685,1.3124,1
24-Jan-2020,0.6847,,1.1035,109.55,,1.30885,1
27-Jan-2020,,,1.1025,108.93,0.96925,1.3083,1
28-Jan-2020,0.6762,,1.1005,108.98,0.9708,1.3014,1
29-Jan-2020,0.6774,,1.1001,109.08,0.97505,1.3015,1
30-Jan-2020,0.6739,,1.1029,108.95,0.97045,1.30735,1
31-Jan-2020,0.6724,,1.1052,109.03,0.96865,1.31265,1
3-Feb-2020,0.6696,7.0213,1.1066,108.52,0.96475,1.30555,1
4-Feb-2020,0.6719,6.9935,1.1048,108.61,0.96855,1.30135,1
5-Feb-2020,0.6738,7.0011,1.1023,109.43,0.9716,1.3061,1
6-Feb-2020,0.676,6.9701,1.1003,109.89,0.9746,1.2963,1
7-Feb-2020,0.6718,6.9849,1.0969,109.89,0.97675,1.29305,1
10-Feb-2020,0.6699,6.9825,1.0951,109.64,0.9778,1.2922,1
11-Feb-2020,0.6709,6.9749,1.0901,,0.97785,1.2926,1
12-Feb-2020,0.6728,6.973,1.0914,109.85,0.97485,1.29825,1
13-Feb-2020,0.6719,6.9815,1.0867,109.88,0.97865,1.29835,1
14-Feb-2020,0.6719,6.9833,1.0842,109.85,0.98155,1.3031,1
18-Feb-2020,0.6692,7.002,1.0816,109.75,0.9809,1.30405,1
19-Feb-2020,0.6696,6.9929,1.08,110.05,0.98415,1.2987,1
20-Feb-2020,0.665,7.0102,1.079,111.2,0.98275,1.2872,1
21-Feb-2020,0.6605,7.039,1.0801,112.05,0.9818,1.2946,1
24-Feb-2020,0.6609,7.0335,1.0818,,0.98025,1.2904,1
25-Feb-2020,0.6614,7.0142,1.084,110.92,0.9778,1.29655,1
26-Feb-2020,0.6596,7.0223,1.0875,110.31,0.975,1.2932,1
27-Feb-2020,0.6555,7.0128,1.0964,110.31,0.97075,1.28685,1
28-Feb-2020,0.6524,7.0006,1.0977,109.4,0.96615,1.2882,1
2-Mar-2020,0.6522,6.9623,1.1122,107.67,0.9568,1.2784,1
3-Mar-2020,0.6552,6.9796,1.1117,108.32,0.95785,1.27855,1
4-Mar-2020,0.6595,6.9331,1.1125,107.35,,1.27965,1
5-Mar-2020,0.662,6.9393,1.1187,107.31,0.9527,1.2922,1
6-Mar-2020,0.6602,6.9492,1.1336,106.24,0.935,1.3011,1
9-Mar-2020,,6.938,1.1456,102.1,0.92575,1.3101,1
10-Mar-2020,0.6566,6.9442,1.139,103.25,0.93225,1.3036,1
11-Mar-2020,0.6505,6.9544,1.1336,105,0.93555,1.292,1
12-Mar-2020,0.6457,6.98,1.124,104,0.9394,1.2732,1
13-Mar-2020,0.6307,6.986,1.1104,105.08,0.9486,1.2517,1
16-Mar-2020,0.6176,7.0052,1.1157,106.9,0.9434,1.2327,1
17-Mar-2020,0.6121,7.0036,1.0982,106.58,0.9581,1.21135,1
18-Mar-2020,0.6018,7.0213,1.0934,107.35,0.96085,1.1923,1
19-Mar-2020,0.5571,7.0834,1.0801,108.85,0.9799,1.1541,1
20-Mar-2020,0.5853,7.0551,1.0707,,0.9835,1.17555,1
23-Mar-2020,0.5762,7.111,1.0783,110.18,0.9879,1.1531,1
24-Mar-2020,0.5912,7.0797,1.0843,110.45,0.9746,1.174,1
25-Mar-2020,0.6007,7.096,1.0827,111.13,0.9803,1.1884,1
26-Mar-2020,0.5931,7.0991,1.0981,110.74,0.9704,1.1971,1
27-Mar-2020,0.6102,7.0927,1.0977,108.4,0.9623,1.22175,1
30-Mar-2020,0.615,7.0917,1.1034,107.55,0.956,1.24135,1
31-Mar-2020,0.6175,7.0927,1.0956,108.7,0.9654,1.23605,1
1-Apr-2020,0.6124,7.1041,1.0936,107.58,0.9654,1.238,1
2-Apr-2020,0.6081,7.096,1.0906,107.48,0.96675,1.24455,1
3-Apr-2020,0.6072,7.0939,,108.1,0.97635,1.22695,1
6-Apr-2020,0.6035,,1.0791,108.95,0.9781,1.231,1
7-Apr-2020,0.6145,7.0572,1.0885,108.86,0.9731,1.22905,1
8-Apr-2020,0.6146,7.0638,1.0871,108.86,0.97125,1.2348,1
9-Apr-2020,0.6211,7.058,1.0867,108.96,0.97165,1.24375,1
10-Apr-2020,,7.0376,1.0867,108.6,,,1
13-Apr-2020,,7.0475,,108.26,,,1
14-Apr-2020,0.6419,7.0502,1.0963,107.65,0.9636,1.25485,1
15-Apr-2020,0.6384,7.063,1.0903,107.17,0.9659,1.25035,1
16-Apr-2020,0.6286,7.0775,1.0888,107.69,0.96665,1.24925,1
17-Apr-2020,0.636,7.0767,1.086,107.93,0.97045,1.24455,1
20-Apr-2020,0.6346,7.0723,1.086,107.86,0.9683,1.24645,1
21-Apr-2020,0.6314,7.0882,1.0837,107.8,0.9707,1.23375,1
22-Apr-2020,0.6323,7.0807,1.0867,107.84,0.96805,1.2365,1
23-Apr-2020,0.6341,7.0771,1.0772,107.8,0.9757,1.23485,1
24-Apr-2020,0.6343,7.0825,1.08,107.7,0.9754,1.2356,1
27-Apr-2020,0.6462,7.0812,1.0852,107.58,0.9731,1.2448,1
28-Apr-2020,0.6457,7.087,1.0877,107.28,0.97295,1.2493,1
29-Apr-2020,0.6542,7.0758,1.0842,,0.97455,1.2394,1
30-Apr-2020,0.6566,7.0543,1.0876,106.58,0.97045,1.251,1
1-May-2020,0.6459,,,107.1,,1.25515,1
4-May-2020,0.6382,,1.0942,,0.9647,1.24065,1
5-May-2020,0.6459,,1.0843,,0.97095,1.245,1
6-May-2020,0.6449,7.0915,1.0807,,0.9739,1.2374,1
7-May-2020,0.6426,7.0899,1.0783,106.26,0.9757,1.2369,1
8-May-2020,0.653,7.0779,1.0843,106.4,0.97075,,1
11-May-2020,0.6543,7.083,1.0824,106.94,0.9723,1.23165,1
12-May-2020,0.6477,7.0907,1.0858,107.51,0.97055,1.23495,1
13-May-2020,0.6473,7.0946,1.0875,107.22,0.96885,1.22945,1
14-May-2020,0.6434,7.0975,1.0792,106.87,0.9743,1.2195,1
15-May-2020,0.6455,7.0983,1.0798,107.42,0.97265,1.21985,1
18-May-2020,0.6429,7.1148,1.0832,107.11,0.97215,1.2125,1
19-May-2020,0.652,7.1091,1.095,107.4,0.97085,1.2249,1
20-May-2020,0.6551,7.1089,1.0958,107.98,0.96625,1.22695,1
21-May-2020,0.6556,7.0993,1.1,107.73,,1.2229,1
22-May-2020,0.6541,7.1349,1.0904,107.74,0.97195,1.21855,1
26-May-2020,0.6577,7.136,1.0975,107.75,0.96795,1.2308,1
27-May-2020,0.664,7.1599,1.0991,107.52,0.9691,1.2336,1
28-May-2020,0.6612,7.1563,1.1016,107.87,,1.2238,1
29-May-2020,0.6659,7.1463,1.1136,107.14,0.96165,1.2324,1
1-Jun-2020,,7.1161,1.1116,107.75,,1.2381,1
2-Jun-2020,0.6803,7.1178,1.1174,107.56,0.96185,1.256,1
3-Jun-2020,0.694,7.1078,1.1194,108.65,0.96335,1.25865,1
4-Jun-2020,0.6906,7.1202,1.125,109,0.9601,1.2534,1
5-Jun-2020,0.7,7.0904,1.133,109.13,0.95775,1.26355,1
8-Jun-2020,,7.0761,1.1285,109.46,0.9631,1.26375,1
9-Jun-2020,0.6995,7.0822,1.1294,108.1,0.95405,1.26445,1
10-Jun-2020,0.6997,7.0704,1.1375,107.5,0.94605,1.27705,1
11-Jun-2020,0.6929,7.0733,1.1348,106.9,0.94245,1.26845,1
12-Jun-2020,0.6867,7.0773,1.1304,106.85,0.94685,1.26185,1
15-Jun-2020,0.679,7.095,1.1253,107.22,0.95115,1.25115,1
16-Jun-2020,0.6946,7.083,1.1308,107.31,0.94705,1.26495,1
17-Jun-2020,0.6882,7.089,1.1232,107.34,0.9498,1.2569,1
18-Jun-2020,0.687,7.0776,1.1222,106.8,0.9486,1.25175,1
19-Jun-2020,0.6861,7.0783,1.121,106.92,0.9507,1.2382,1
22-Jun-2020,0.686,7.0765,1.1213,106.87,0.94995,1.2384,1
23-Jun-2020,0.6897,7.0658,1.1318,107.15,,1.2451,1
24-Jun-2020,0.6943,7.0733,1.128,106.55,0.9445,1.2521,1
25-Jun-2020,0.6875,,1.12,107.1,0.94965,1.2443,1
26-Jun-2020,0.6888,,1.1213,107.11,0.94745,1.2413,1
29-Jun-2020,0.6879,7.078,1.1284,107.22,0.9443,1.23185,1
30-Jun-2020,0.6863,7.0681,1.1198,107.72,0.9505,1.22705,1
1-Jul-2020,0.6895,7.063,1.12,107.69,0.94735,1.24055,1
2-Jul-2020,0.6924,7.0631,1.1286,107.48,0.9436,1.25065,1
7-Jul-2020,0.6958,7.0211,1.129,107.32,0.9441,1.2495,1
8-Jul-2020,0.6941,7.0176,1.1286,107.67,0.94145,1.2533,1
9-Jul-2020,0.6986,6.9904,1.1342,107.28,0.93915,1.26385,1
10-Jul-2020,0.6931,7.0081,1.1276,106.95,0.9415,1.26135,1
13-Jul-2020,0.6978,7.0006,1.1329,106.83,0.94185,1.26055,1
14-Jul-2020,0.6942,7.0169,1.1375,107.24,0.93965,1.25215,1
15-Jul-2020,0.7,6.9941,1.1444,107.28,0.94055,1.26265,1
16-Jul-2020,0.6993,6.998,1.1414,106.95,0.9459,1.2532,1
17-Jul-2020,0.6982,6.9996,1.1428,107.26,0.9411,1.25545,1
20-Jul-2020,0.6987,6.9895,1.1448,107.5,0.93865,1.2604,1
21-Jul-2020,0.704,6.9933,1.1443,107.22,0.9375,1.2701,1
22-Jul-2020,0.7152,7.0032,1.1578,106.86,0.93245,1.26945,1
23-Jul-2020,0.7151,6.9961,1.1569,,0.92715,1.2713,1
24-Jul-2020,0.7086,7.0208,1.1608,,0.92495,1.2733,1
27-Jul-2020,0.7129,7.0017,1.176,105.82,0.92005,1.2873,1
